X,Y,track_fid,track_seg_id,track_seg_point_id,ele
138.94017,35.351505,0,0,468,464.3
138.940109,35.35154,0,0,469,464.5
138.940079,35.35157,0,0,470,464.7
138.940033,35.351604,0,0,471,464.8
138.939987,35.351635,0,0,472,464.9
138.939941,35.351669,0,0,473,465.1
138.939896,35.3517,0,0,474,465.2
138.93985,35.35173,0,0,475,465.4
138.939804,35.351765,0,0,476,465.6
138.939774,35.351791,0,0,477,465.7
138.939728,35.351826,0,0,478,465.8
138.939682,35.35186,0,0,479,466
138.939636,35.351894,0,0,480,466.2
138.93959,35.351929,0,0,481,466.3
138.939545,35.351959,0,0,482,466.5
138.939499,35.351994,0,0,483,466.6
138.939453,35.352032,0,0,484,466.8
138.939407,35.352066,0,0,485,467
138.939362,35.3521,0,0,486,467.1
138.939316,35.352135,0,0,487,467.3
138.93927,35.352173,0,0,488,467.5
138.939239,35.352203,0,0,489,467.7
138.939194,35.352241,0,0,490,467.9
138.939148,35.35228,0,0,491,468.1
138.939102,35.35231,0,0,492,468.2
138.939056,35.352348,0,0,493,468.4
138.939011,35.352386,0,0,494,468.6
138.93898,35.352417,0,0,495,468.8
138.938934,35.352455,0,0,496,469.1
138.938888,35.352493,0,0,497,469.3
138.938858,35.352528,0,0,498,469.5
138.938812,35.352566,0,0,499,469.8
138.938782,35.3526,0,0,500,470.1
138.938736,35.352642,0,0,501,470.4
138.938705,35.352673,0,0,502,470.6
138.93866,35.352715,0,0,503,471
138.938614,35.352753,0,0,504,471.4
138.938583,35.352787,0,0,505,471.7
138.938553,35.352821,0,0,506,471.9
138.938522,35.352856,0,0,507,472.2
138.938492,35.35289,0,0,508,472.5
138.938446,35.352932,0,0,509,472.9
138.938415,35.352962,0,0,510,473.2
138.938385,35.353001,0,0,511,473.5
138.938339,35.353039,0,0,512,473.8
138.938309,35.353069,0,0,513,474.1
138.938278,35.353107,0,0,514,474.4
138.938248,35.353146,0,0,515,474.7
138.938217,35.35318,0,0,516,474.9
138.938187,35.35321,0,0,517,475.2
138.938156,35.353252,0,0,518,475.6
138.938126,35.353287,0,0,519,475.9
138.938095,35.353321,0,0,520,476.2
138.938065,35.353359,0,0,521,476.5
138.938034,35.353394,0,0,522,476.9
138.937988,35.353432,0,0,523,477.3
138.937973,35.353462,0,0,524,477.5
138.937942,35.353493,0,0,525,477.9
138.937912,35.353527,0,0,526,478.3
138.937881,35.35355,0,0,527,478.6
138.937851,35.35358,0,0,528,478.9
138.937836,35.353603,0,0,529,479.2
138.937805,35.35363,0,0,530,479.5
138.937775,35.353657,0,0,531,479.9
138.937744,35.353676,0,0,532,480.2
138.937714,35.353702,0,0,533,480.5
138.937683,35.353729,0,0,534,480.9
138.937653,35.353748,0,0,535,481.2
138.937622,35.353775,0,0,536,481.5
138.937592,35.353794,0,0,537,481.8
138.937561,35.353806,0,0,538,482.1
138.937546,35.353821,0,0,539,482.2
138.937515,35.353832,0,0,540,482.5
138.9375,35.353844,0,0,541,482.7
138.937485,35.353855,0,0,542,482.8
138.937454,35.353867,0,0,543,483.1
138.937424,35.353878,0,0,544,483.3
138.937408,35.353893,0,0,545,483.5
138.937378,35.353905,0,0,546,483.7
138.937347,35.353916,0,0,547,484
138.937332,35.353928,0,0,548,484.1
138.937302,35.353935,0,0,549,484.4
138.937256,35.353947,0,0,550,484.7
138.937225,35.353958,0,0,551,485
138.937179,35.353966,0,0,552,485.4
138.937149,35.353973,0,0,553,485.6
138.937103,35.353981,0,0,554,486
138.937073,35.353981,0,0,555,486.2
138.937027,35.353985,0,0,556,486.6
138.936996,35.353985,0,0,557,486.8
138.936951,35.353985,0,0,558,487.2
138.93692,35.353985,0,0,559,487.4
138.936874,35.353981,0,0,560,487.8
138.936829,35.353977,0,0,561,488.1
138.936798,35.353973,0,0,562,488.4
138.936752,35.35397,0,0,563,488.7
138.936722,35.353966,0,0,564,488.9
138.936691,35.353962,0,0,565,489.1
138.936661,35.353958,0,0,566,489.3
138.93663,35.35395,0,0,567,489.5
138.936584,35.353947,0,0,568,489.8
138.936554,35.353943,0,0,569,490
138.936508,35.353935,0,0,570,490.3
138.936478,35.353931,0,0,571,490.5
138.936447,35.353928,0,0,572,490.7
138.936401,35.353924,0,0,573,491
138.936371,35.35392,0,0,574,491.2
138.93634,35.353916,0,0,575,491.4
138.936295,35.353912,0,0,576,491.7
138.936249,35.353905,0,0,577,491.9
138.936218,35.353901,0,0,578,492.2
138.936188,35.353897,0,0,579,492.4
138.936142,35.353893,0,0,580,492.7
138.936111,35.353889,0,0,581,492.9
138.936066,35.353886,0,0,582,493.2
138.936035,35.353882,0,0,583,493.4
138.936005,35.353878,0,0,584,493.6
138.935959,35.35387,0,0,585,493.9
138.935928,35.353867,0,0,586,494.1
138.935883,35.353863,0,0,587,494.4
138.935837,35.353859,0,0,588,494.7
138.935806,35.353851,0,0,589,494.9
138.935745,35.353847,0,0,590,495.3
138.935699,35.353844,0,0,591,495.6
138.935669,35.353836,0,0,592,495.7
138.935638,35.353832,0,0,593,495.9
138.935593,35.353828,0,0,594,496.2
138.935547,35.353825,0,0,595,496.4
138.935516,35.353821,0,0,596,496.6
138.935471,35.353813,0,0,597,496.8
138.93544,35.353809,0,0,598,497
138.935394,35.353806,0,0,599,497.2
138.935348,35.353798,0,0,600,497.4
138.935303,35.353794,0,0,601,497.8
138.935272,35.35379,0,0,602,497.9
138.935226,35.353786,0,0,603,498.2
138.935181,35.353779,0,0,604,498.5
138.935135,35.353775,0,0,605,498.7
138.935104,35.353771,0,0,606,498.9
138.935059,35.353764,0,0,607,499.1
138.935013,35.35376,0,0,608,499.4
138.934967,35.353756,0,0,609,499.6
138.934921,35.353752,0,0,610,499.8
138.934875,35.353744,0,0,611,500
138.934814,35.353737,0,0,612,500.3
138.934769,35.353733,0,0,613,500.5
138.934723,35.353725,0,0,614,500.7
138.934662,35.353722,0,0,615,501
138.934616,35.353714,0,0,616,501.2
138.93457,35.35371,0,0,617,501.3
138.934509,35.353702,0,0,618,501.6
138.934479,35.353695,0,0,619,501.7
138.934418,35.353687,0,0,620,501.8
138.934372,35.353683,0,0,621,502
138.934326,35.353676,0,0,622,502.1
138.934265,35.353664,0,0,623,502.2
138.934189,35.353653,0,0,624,502.3
138.934143,35.353641,0,0,625,502.4
138.934067,35.35363,0,0,626,502.5
138.934006,35.353619,0,0,627,502.6
138.933929,35.353603,0,0,628,502.7
138.933868,35.353588,0,0,629,502.8
138.933807,35.353577,0,0,630,502.8
138.933731,35.353561,0,0,631,502.9
138.933655,35.353546,0,0,632,503
138.933594,35.353535,0,0,633,503
138.933517,35.353519,0,0,634,503.1
138.933456,35.353508,0,0,635,503.2
138.933365,35.353493,0,0,636,503.4
138.933289,35.353477,0,0,637,503.5
138.933212,35.353462,0,0,638,503.6
138.933136,35.353447,0,0,639,503.7
138.93306,35.353432,0,0,640,503.8
138.932983,35.353416,0,0,641,503.9
138.932907,35.353405,0,0,642,503.9
138.932846,35.35339,0,0,643,504
138.93277,35.353378,0,0,644,504
138.932693,35.353363,0,0,645,504.1
138.932617,35.353352,0,0,646,504.2
138.932541,35.353336,0,0,647,504.2
138.932465,35.353321,0,0,648,504.3
138.932388,35.353306,0,0,649,504.3
138.932312,35.353291,0,0,650,504.4
138.932236,35.353275,0,0,651,504.4
138.932159,35.353264,0,0,652,504.5
138.932068,35.353245,0,0,653,504.6
138.931992,35.35323,0,0,654,504.6
138.9319,35.353214,0,0,655,504.7
138.931824,35.353199,0,0,656,504.8
138.931747,35.353184,0,0,657,504.9
138.931671,35.353172,0,0,658,505
138.931595,35.353153,0,0,659,505.1
138.931519,35.353138,0,0,660,505.2
138.931442,35.353126,0,0,661,505.3
138.931366,35.353111,0,0,662,505.4
138.93129,35.353096,0,0,663,505.5
138.931198,35.353081,0,0,664,505.7
138.931122,35.353065,0,0,665,505.8
138.93103,35.353046,0,0,666,505.9
138.930939,35.353031,0,0,667,506
138.930847,35.353016,0,0,668,506.1
138.930771,35.353001,0,0,669,506.1
138.930679,35.352982,0,0,670,506.2
138.930588,35.352966,0,0,671,506.2
138.930496,35.352947,0,0,672,506.3
138.93042,35.352932,0,0,673,506.3
138.930344,35.35292,0,0,674,506.4
138.930267,35.352905,0,0,675,506.5
138.930176,35.352886,0,0,676,506.6
138.930084,35.352867,0,0,677,506.7
138.930008,35.352856,0,0,678,506.8
138.929932,35.35284,0,0,679,506.9
138.92984,35.352821,0,0,680,507.1
138.929764,35.352806,0,0,681,507.2
138.929687,35.352795,0,0,682,507.4
138.929611,35.352779,0,0,683,507.5
138.92952,35.35276,0,0,684,507.7
138.929428,35.352745,0,0,685,507.9
138.929352,35.35273,0,0,686,508
138.929291,35.352715,0,0,687,508.2
138.929199,35.352699,0,0,688,508.3
